no_grocery_stores_2009,no_convenience_stores_2009,fast_food_no_2009,snap_benefits_2010_dollars_per_capita,adult_obesity_2008_percentage,median_income_2015,SNAP_stores_2012,WIC_stores_2008,Full_service_rest_2009,diabetes_percentage_2008,soda_sales_tax_2014,FOODINSEC_10_12,Rec_facilities_count_2009,Low_access_to_store_count_2010,Low_access_to_store_no_car_count_2010,Fast_food_expenditure_per_capita,SNAP_redemption_2012_dollars_per_store,LACCESS_HISP15,LACCESS_CHILD10,REDEMP_SNAPS16,LACCESS_WHITE15,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_SENIORS_10_15,PCH_LACCESS_POP_10_15,PCH_LACCESS_LOWI_10_15
1,5,7,30,26,33,8,3,9,10,6,18,0,1318,63,784,341232,4901,424,235999,4604,1318,5430,386,311.9182901,454.2535315
2,5,5,14,28,47,8,3,6,10,6,18,1,0,55,784,199679,,0,124897,,0,,,,
5,42,72,9,26,62,62,6,46,9,6,18,13,25615,449,784,228800,2567,6899,193073,13172,25615,14800,-44,-42.22167434,-23.75463967
1,3,2,9,28,66,4,1,2,10,6,18,0,214,0,784,57994,92,51,62912,168,214,214,0,0,3.188172656
3,2,2,22,26,34,6,2,4,11,6,18,2,3309,71,784,40520,814,660,39976,2996,3309,3309,0,0,-13.7975986
5,9,4,21,28,36,18,2,10,11,6,18,1,6000,144,784,81455,221,1287,73754,5460,6000,5965,0,-0.592462484,3.398030356
2,7,5,23,27,44,10,1,8,10,6,18,0,3056,179,784,271507,2465,861,240450,2419,3056,3039,0,-0.543573639,-27.96057402
3,7,9,21,28,46,9,1,7,11,6,18,0,1463,128,784,124130,698,330,108149,1280,1463,1463,0,0,-11.01746264
1,1,0,5,28,72,1,0,1,10,6,18,0,843,14,784,,73,216,0,786,843,843,0,0,-53.46810708
4,19,7,25,29,54,19,4,11,12,6,18,1,2920,341,784,139668,389,619,101073,4402,2920,5363,63,83.6825905,40.04168331
7,24,53,8,27,92,30,5,56,8,6,18,10,18372,164,784,271663,2749,5828,195306,13150,18372,15839,-11,-13.78663811,9.19121619
3,9,6,16,27,39,11,2,8,11,6,18,0,3026,78,784,127095,811,677,95060,2423,3026,2879,-3,-4.873046679,-4.73595909
5,21,24,15,28,49,24,5,25,11,6,18,4,14339,614,784,281323,1770,3020,255214,9644,14339,13709,-3,-4.395470928,-3.910110889
3,7,3,21,27,37,10,1,5,12,6,18,0,2813,133,784,153309,44,501,153571,1593,2813,1721,-27,-38.79967287,-53.12643928
1,6,2,27,29,33,4,1,4,12,6,18,0,3166,91,784,,13,613,164979,385,3166,399,-90,-87.39301587,-86.84998168
3,5,3,29,28,42,17,2,6,10,6,18,0,489,612,784,120582,181,114,93928,1821,489,2149,324,339.0838038,286.5105678
9,46,49,22,27,53,75,10,39,10,6,18,4,10955,512,784,229702,7591,3052,232925,11537,10955,13591,23,24.05527537,15.94840567
5,7,4,15,27,43,6,1,4,10,6,18,0,1872,51,784,93615,201,398,95562,1725,1872,1872,0,0,8.943627087
1,2,0,11,28,54,2,1,2,10,6,18,0,368,12,784,,84,73,,317,368,365,0,-0.900002905,263.207044
2,12,20,16,28,57,10,1,17,9,6,18,2,5807,182,784,287307,2282,1584,254212,3868,5807,4920,-27,-15.26935906,-19.22644605
1,4,3,11,27,52,3,1,3,10,6,18,0,518,12,784,,52,109,,449,518,486,-6,-6.222575679,25.34869756
5,10,5,24,30,42,18,5,14,11,6,18,1,3832,417,784,449515,246,852,322353,2687,3832,3562,-6,-7.051674523,-0.374887184
0,1,2,4,27,54,3,1,1,9,6,18,0,754,7,784,,215,214,42185,660,754,751,1,-0.437398797,25.48369054
21,90,147,16,28,49,114,17,123,9,6,18,18,42370,2131,784,411082,7149,11228,285096,24051,42370,34981,-21,-17.43800518,-4.540450614
3,10,7,12,27,58,6,2,9,9,6,18,0,0,50,784,151632,0,0,125838,0,0,0,0,0,0
10,26,25,50,27,28,115,10,14,9,6,18,1,28488,955,784,281190,26099,9353,270971,26441,28488,27407,-8,-3.792448006,-1.980912884
1,6,7,21,27,45,11,1,8,10,6,18,0,2321,28,784,142675,516,615,163169,1830,2321,2194,-6,-5.472951236,-6.105139239
1,0,1,7,27,63,1,0,3,10,6,18,0,1143,44,784,,365,279,,1013,1143,1143,0,0,23.51025557
2,2,1,12,27,46,2,1,1,11,6,18,0,233,0,784,,28,41,,192,233,222,-4,-4.916365372,20.38581945
0,6,3,13,27,60,7,1,5,9,6,18,0,449,38,784,45396,154,109,36438,388,449,449,0,0,18.13841298
1,4,4,19,28,41,7,1,6,10,6,18,0,2471,29,784,158677,366,592,150337,1202,2471,1442,-39,-41.64350409,-26.04401037
222,805,1268,16,27,61,1139,149,1004,8,6,18,136,503753,8742,784,351283,101047,139851,271411,306948,503753,463703,-6,-7.950372001,-0.489992873
13,85,103,18,28,47,113,13,84,9,6,18,12,37889,991,784,284997,9039,10481,239643,27793,37889,36822,-4,-2.815233474,0.174538915
0,2,1,9,26,44,0,0,1,12,6,18,0,984,31,784,0,467,218,,828,984,984,0,0,-18.10490337
1,6,10,20,28,43,9,1,8,10,6,18,1,4707,128,784,308313,2690,1181,242401,3524,4707,4703,0,-0.085398593,-16.11148623
1,1,0,12,26,43,2,0,3,11,6,18,0,1641,45,784,,152,366,,1555,1641,1641,0,0,-8.417781645
8,26,18,20,29,42,26,4,15,9,6,18,2,4538,242,784,456730,1135,1190,327080,2763,4538,3829,-15,-15.62930004,-0.661458837
13,58,74,16,28,48,64,10,78,10,6,18,7,33804,663,784,344744,15577,8105,235072,36630,33804,44739,14,32.34865065,38.93965543
125,452,822,15,23,65,581,49,798,7,6,18,114,296491,5507,784,367423,79018,79902,245710,186916,296491,268244,-9,-9.526883539,-9.984582236
2,7,6,25,28,37,15,2,7,11,6,18,2,2015,95,784,164389,19,458,139165,395,2015,443,-80,-77.99057644,-83.83895718
4,12,8,19,27,41,13,2,8,10,6,18,0,11686,346,784,252362,980,2209,152169,9728,11686,11662,0,-0.19932471,-18.86949488
3,17,14,20,28,45,12,4,16,10,6,18,0,6502,704,784,463619,390,1661,233909,3636,6502,4657,-39,-28.37428377,-17.0899361
1,6,4,16,27,57,4,1,5,11,6,18,0,1121,15,784,74824,383,296,90083,918,1121,1121,0,0.020605262,33.52302204
2,20,17,32,27,38,26,4,27,10,6,18,1,9595,310,784,427631,7612,2647,344418,9012,9595,11469,16,19.53167387,4.596082017
3,21,29,29,27,42,36,4,26,11,6,18,3,16556,279,784,457016,15485,5130,412590,16515,16556,19612,18,18.46014357,23.65158388
6,32,23,15,26,47,32,7,34,10,6,18,1,2534,528,784,247261,406,503,181571,4642,2534,5078,110,100.3880841,94.38062181
8,60,66,22,29,55,80,6,56,10,6,18,10,35234,1054,784,279258,10304,9520,271729,19693,35234,24369,-31,-30.83758439,-31.70520556
6,36,28,13,31,41,38,4,33,9,6,18,2,20157,716,784,321406,4722,2632,250177,13336,20157,22834,4,13.27977359,8.636816694
5,24,13,15,30,51,27,5,11,10,6,18,2,6139,341,784,114060,1245,729,106010,1332,6139,6493,11,5.778184618,213.7270067
2,9,11,18,28,58,9,2,9,10,6,18,0,3829,97,784,123615,487,1033,139400,940,3829,1144,-71,-70.11737373,-69.10898523
5,22,29,13,30,52,23,3,25,11,6,18,3,4547,290,784,271671,235,880,256951,2701,4547,3209,-21,-29.43486307,-39.23932432
46,98,141,41,28,39,197,54,121,9,6,18,9,44797,663,784,622792,53921,16787,582202,49486,44797,56255,36,25.57743292,43.91665177
7,34,28,20,31,45,35,5,26,11,6,18,2,6977,565,784,283410,2953,2096,224687,3941,6977,6432,-12,-7.806145214,-8.377426835
4,6,5,10,27,51,7,3,8,11,6,18,1,556,24,784,76763,61,135,71039,573,556,620,19,11.55633185,35.99573264
13,51,100,17,27,45,89,13,103,11,6,18,10,43104,895,784,339262,7891,11166,306256,35689,43104,48642,-2,12.84772247,0.937339064
2,8,14,19,28,43,11,3,8,10,6,18,1,3398,165,784,326106,1014,904,241425,2930,3398,3695,9,8.738771074,4.516287473
1,11,7,39,28,30,26,5,8,9,6,18,0,895,121,784,335668,2356,245,285514,2607,895,3052,48,241.0734658,227.2326765
35,154,282,9,25,79,183,21,219,7,6,18,37,144013,2010,784,302989,34834,42409,197729,112531,144013,142429,4,-1.100522647,13.56344636
5,19,15,14,27,69,21,2,25,10,6,18,2,4295,298,784,327352,600,1095,235829,1704,4295,1877,-44,-56.29952412,-59.10342677
2,7,3,18,27,55,11,3,4,10,6,18,0,430,21,784,84723,5,130,107003,57,430,63,-68,-85.40279909,-80.10138442
7,28,32,13,30,58,34,6,43,9,6,18,6,3662,437,784,185870,778,936,123792,3094,3662,3519,-11,-3.896776273,2.605486386
4,22,21,15,28,46,26,5,34,11,6,18,1,3852,496,784,268002,692,962,192807,2463,3852,3222,-18,-16.34598546,-1.665711096
2,4,7,14,27,60,8,2,9,9,6,18,0,904,30,784,104393,901,308,86458,1202,904,1562,66,72.73802881,58.37284419
3,12,17,17,28,49,12,3,14,10,6,18,0,6517,107,784,311387,1227,1648,219506,5394,6517,6142,-4,-5.747951988,-12.23810916
3,14,6,41,28,36,22,3,10,9,6,18,0,6048,125,784,150421,5731,2200,140478,5765,6048,6066,0,0.299300824,-5.777941057
3,7,6,50,28,28,17,2,4,9,6,18,0,3702,135,784,275472,3293,1208,226845,3208,3702,3702,0,0.004760334,-8.634769402
2,12,9,11,26,50,5,3,9,8,2,15,1,954,5,670,97877,118,355,57998,839,954,951,0,-0.245488834,-17.91993934
4,15,28,10,28,58,22,5,17,8,2,15,5,8873,156,670,245277,780,3130,193297,9324,8873,10095,17,13.77207533,45.61475299
14,23,66,10,24,52,39,11,36,5,2,15,9,36850,265,670,361696,3138,12849,276965,34393,36850,37758,4,2.464847407,11.47517578
5,11,14,17,26,48,12,5,12,9,2,15,2,4996,222,670,402271,825,1353,312378,5553,4996,6042,26,20.93039077,30.68435562
1,0,0,5,25,57,1,0,0,9,2,15,0,1059,0,670,,33,243,,1016,1059,1059,0,0,-39.45291494
22,63,196,8,24,72,101,29,102,6,2,15,31,85082,357,670,295798,5794,30591,202896,87301,85082,94507,18,11.07681401,47.72214903
5,11,11,12,27,63,13,5,10,9,2,15,2,5147,88,670,175243,193,1668,220061,4857,5147,5147,0,0,-11.81656873
6,11,8,11,30,54,10,6,5,9,2,15,0,4429,58,670,86677,10,1384,66938,431,4429,444,-89,-89.96904993,-87.6837217
2,9,9,8,25,46,5,4,9,9,2,15,0,1812,40,670,63242,159,365,32142,2886,1812,3096,53,70.90648127,128.5816948
3,6,10,15,22,45,11,2,25,8,2,15,0,1718,32,670,163249,137,400,87025,1860,1718,2021,11,17.68160431,31.27360812
5,21,35,17,25,45,19,5,31,6,2,15,1,11916,281,670,518166,1536,3651,376395,12024,11916,13808,14,15.87653903,14.46626341
1,7,8,11,26,55,6,2,5,7,2,15,2,4406,46,670,105982,165,1461,60060,4209,4406,4406,0,-0.001476451,14.59951008
2,10,5,9,25,48,3,3,17,9,2,15,2,3109,40,670,,98,758,152450,2961,3109,3118,0,0.274578653,-20.48681253
5,11,13,11,21,52,12,4,5,8,2,15,1,5078,102,670,104593,580,1616,99118,4449,5078,5024,5,-1.054726868,18.30124293
1,6,4,3,21,81,1,1,2,7,2,15,1,40,25,670,,0,14,51779,39,40,39,42,-1.983575558,73.12543019
2,1,0,11,27,40,1,2,4,9,2,15,0,1556,2,670,,109,468,,1474,1556,1556,0,0,14.90702471
1,3,5,9,26,59,3,2,2,8,2,15,0,2264,32,670,,96,704,,2196,2264,2264,0,0,11.74370123
139,269,789,12,24,66,507,93,559,7,2,15,84,118179,1946,670,326434,15821,37047,220224,74252,118179,91150,-23,-22.87109604,-7.832599105
2,11,4,30,25,39,15,5,11,10,2,15,0,7237,195,670,185494,207,2448,136116,1886,7237,8415,13,16.27874731,24.53528895
4,13,17,12,26,47,10,7,5,7,2,15,1,2597,74,670,336423,181,882,184335,2327,2597,2518,-1,-3.057918789,0.335705859
4,12,13,15,23,49,13,6,14,8,2,15,1,430,73,670,341342,49,179,196479,576,430,624,21,44.98136701,87.62063305
14,14,35,3,14,93,15,8,88,4,2,15,7,7428,148,670,93585,891,2122,40736,9100,7428,9799,20,31.91593545,38.50929142
5,16,24,12,31,68,23,6,15,8,2,15,2,15938,286,670,344038,2680,5220,223408,17497,15938,19592,15,22.92359824,51.98685781
2,15,18,9,27,68,18,5,16,9,2,15,1,8002,181,670,225020,653,2709,290689,6994,8002,8025,0,0.285011523,33.82580436
47,96,320,9,24,65,142,35,163,6,2,15,29,118502,838,670,460411,10665,46205,234043,111100,118502,121875,2,2.845613324,8.909280902
5,7,13,6,22,75,10,2,11,6,2,15,3,1167,67,670,193272,211,380,90444,987,1167,1108,-8,-5.051759106,54.83174856
16,43,109,14,23,54,57,13,84,8,2,15,14,38175,738,670,441623,2502,11777,324683,33818,38175,36702,-7,-3.858321514,11.65825728
3,2,6,9,24,42,1,3,6,9,2,15,1,1009,12,670,,30,220,,958,1009,1009,0,0,4.348732606
30,72,152,14,26,59,116,20,112,7,2,15,19,57291,625,670,346510,5533,17934,229540,53074,57291,58289,12,1.742242359,3.480627573
18,29,17,11,22,58,24,0,27,6,0,9,5,894,270,402,160329,20,219,102749,797,894,868,-4,-2.974176554,-30.38500017
12,36,26,22,23,51,37,2,61,8,0,9,8,4292,362,402,244129,72,900,175288,4236,4292,4390,2,2.268513371,10.19995342
14,31,11,19,25,46,34,0,29,7,0,9,3,1994,361,402,185150,19,427,111625,1963,1994,2002,6,0.368313601,-6.398267186
40,91,110,12,19,67,137,0,157,5,0,9,29,31126,948,402,178170,489,6562,126512,25941,31126,27641,-6,-11.19507979,-13.4432486
3,4,1,23,24,42,6,0,6,7,0,9,0,1877,125,402,44504,15,329,42018,1840,1877,1890,0,0.700243729,12.50593494
17,45,21,21,28,59,47,0,38,8,0,9,2,2087,305,402,213571,31,512,147528,2036,2087,2126,-3,1.846768656,2.3617617
3,10,2,15,24,68,11,0,5,7,0,9,0,222,78,402,24271,0,41,20542,33,222,36,-87,-83.99327781,-55.24481547
9,23,14,17,24,54,24,0,36,7,0,9,3,543,345,402,208443,5,137,106846,564,543,578,23,6.442341343,63.44804402
8,27,8,16,26,55,31,0,21,7,0,9,1,3223,398,402,81164,46,707,68743,2904,3223,3047,-2,-5.466932658,-5.145475837
18,23,13,26,26,43,46,0,25,8,0,9,1,4360,388,402,140729,51,902,114730,3660,4360,3813,-13,-12.53863471,10.59963892
21,64,47,22,25,51,64,0,84,8,0,9,6,6358,616,402,212912,105,1158,140088,8922,6358,9152,38,43.94432905,30.99515233
25,55,25,14,22,56,62,0,71,8,0,9,11,5880,436,402,183441,144,1340,126842,7039,5880,7323,17,24.52964925,98.52456431
19,41,40,19,23,49,49,0,79,7,0,9,5,4259,813,402,142286,67,937,111748,3967,4259,4170,-5,-2.09490955,8.24500853
27,59,25,16,24,54,46,0,81,7,0,9,10,7079,997,402,90496,61,1565,70536,4556,7079,4783,-32,-32.44154113,-27.08674598
10,32,21,22,31,39,40,7,37,12,2,13,3,1528,1063,722,226145,20,238,148332,1624,1528,1700,15,11.31132376,24.10595203
25,49,53,0,24,71,45,8,61,9,2,13,12,15462,741,722,249058,1183,3944,178408,12202,15462,15279,-2,-1.185712209,33.80298362
3,11,10,0,26,45,17,1,8,11,2,13,1,2221,152,722,103138,23,467,111410,2087,2221,2158,16,-2.851995274,13.46340089
2,8,6,20,29,53,10,1,6,11,2,13,1,1855,134,722,171899,43,374,134465,1438,1855,2089,12,12.64857864,75.21657011
5,20,17,14,28,49,29,4,18,12,2,13,1,6526,573,722,236058,107,1317,153111,4219,6526,5433,-18,-16.75540994,-18.85584985
3,9,4,19,29,49,11,3,7,12,2,13,3,445,367,722,375425,5,75,234095,283,445,332,-20,-25.24500354,-6.347535661
41,76,223,4,21,104,78,9,213,7,2,13,35,5136,53,722,131237,227,1273,100325,3969,5136,4485,-8,-12.67624395,-0.358978041
11,38,23,0,26,57,41,4,27,9,2,13,5,9496,735,722,101790,240,2208,80186,8977,9496,9683,-7,1.976213679,40.16089991
1,6,1,8,27,44,2,0,4,11,2,13,0,979,62,722,,17,164,37783,1027,979,1052,8,7.443766483,119.1444943
7,26,18,11,25,54,35,5,35,9,2,13,5,7638,1096,722,168228,130,1869,122512,6025,7638,6731,-14,-11.87243437,-5.431087914
1,7,1,10,28,45,6,1,0,11,2,13,0,2752,116,722,20825,15,401,37176,1137,2752,1307,-67,-52.49898712,-38.45387959
5,27,17,5,27,63,22,2,19,10,2,13,3,7296,241,722,70329,126,1727,61828,11036,7296,11600,64,58.98545446,186.8006553
2,18,5,26,33,40,16,3,7,13,2,13,1,3583,519,722,56811,42,456,156495,1124,3583,3506,-3,-2.171996119,-12.56341052
7,17,10,22,31,32,31,3,4,13,2,13,2,1357,1145,722,208014,,268,245744,,1357,,,,
2,16,1,23,31,44,14,3,6,12,2,13,2,2075,696,722,227067,26,462,122032,1088,2075,1444,-32,-30.43317102,1.908243146
9,39,24,0,29,47,52,9,19,11,2,13,6,11557,928,722,211114,143,2524,149737,6918,11557,8057,-29,-30.28525,-36.3903128
5,19,10,21,29,55,21,2,12,11,2,13,0,1432,302,722,175332,19,276,117290,879,1432,1369,-17,-4.374969532,19.79615597
2,27,9,0,30,43,32,5,10,12,2,13,1,1997,864,722,97057,15,360,69532,1417,1997,1441,-23,-27.83818857,-14.73424449
1,3,0,17,33,52,2,1,1,15,2,13,0,141,143,722,,1,21,,57,141,167,17,18.68463071,7.286808044
4,7,3,21,28,38,14,2,4,12,2,13,1,4221,409,722,120415,45,1027,96014,2788,4221,4241,1,0.468876913,4.812286995
45,127,200,11,27,75,179,26,194,9,2,13,37,116514,1076,722,312423,7784,31191,245321,83247,116514,115426,3,-0.933191698,18.14340653
2,10,9,7,26,72,7,1,9,10,2,13,1,312,65,722,99427,3,67,46598,173,312,178,-32,-43.04333972,-37.49785739
2,2,1,11,26,48,3,1,1,10,2,13,0,644,26,722,,1,133,91922,577,644,583,-9,-9.412989229,2.904431316
11,18,27,15,29,64,33,3,28,9,2,13,4,2194,343,722,308977,251,618,210434,1971,2194,2633,5,19.97614314,72.03892346
1,10,0,24,31,41,9,1,5,12,2,13,0,5913,378,722,57757,117,1387,47796,3513,5913,5547,-6,-6.194898678,7.941654685
5,11,7,23,29,33,24,6,5,11,2,13,0,30,444,722,119335,,4,115308,,30,,,,
7,17,5,0,31,53,24,5,8,12,2,13,2,5848,475,722,217065,277,1412,192959,4696,5848,7678,31,31.29375359,35.31634378
2,8,11,27,31,47,11,3,10,13,2,13,4,2975,189,722,533130,74,698,251079,1231,2975,2619,-6,-11.96198707,11.5570064
194,269,860,0,23,113,349,53,702,8,2,13,123,205515,1425,722,212766,18052,55112,189979,149697,205515,205554,3,0.019305441,38.81366883
12,34,39,8,26,90,30,4,48,10,2,13,9,8123,366,722,170158,379,2243,118116,7458,8123,8209,1,1.052849244,2.845076466
4,8,7,16,26,48,12,2,8,10,2,13,1,4253,355,722,139568,85,924,101976,4090,4253,4208,0,-1.066903015,-4.593263768
3,10,3,7,28,66,12,3,11,11,2,13,2,6889,311,722,119577,218,1742,68275,5755,6889,6381,-9,-7.376252224,8.538410679
6,34,28,18,26,49,47,4,26,10,2,13,4,8932,981,722,227016,281,1894,168184,6812,8932,8350,-4,-6.51546586,-8.650318346
9,37,38,0,29,70,44,9,36,9,2,13,8,14691,502,722,384399,774,4080,193679,14789,14691,16248,3,10.59700277,18.18951215
5,18,14,16,25,47,23,3,11,11,2,13,0,1853,301,722,182158,0,440,150109,152,1853,153,-93,-91.7462167,-91.95897803
5,24,22,14,26,64,30,5,23,10,2,13,4,3765,295,722,245200,64,763,176454,3411,3765,3765,0,0,30.97083845
2,16,8,7,26,86,9,2,14,10,2,13,1,3313,182,722,156154,60,554,87617,2251,3313,3311,0,-0.039597472,-22.81126208
1,5,2,21,27,38,10,2,8,12,2,13,0,2736,412,722,111674,58,488,67074,2746,2736,2827,4,3.309179069,47.99597898
3,9,4,13,28,60,10,2,9,9,2,13,1,0,176,722,371307,0,0,324683,0,0,0,0,0,0
0,13,2,0,32,40,8,0,0,11,2,13,1,864,264,722,207101,14,146,13764,416,864,1008,28,16.6420858,37.06080936
9,26,24,22,31,40,48,4,22,15,2,13,4,9534,1176,722,205286,116,2200,217349,4813,9534,8496,-9,-10.8845336,-1.22581409
16,50,70,7,26,82,59,7,66,9,2,13,13,19821,382,722,406118,416,5225,217969,19249,19821,21763,9,9.795669856,48.83986873
66,136,250,13,27,66,224,29,234,9,2,13,47,69020,1041,722,326928,1889,18291,228463,37830,69020,64089,-13,-7.144879686,6.283351581
14,49,34,0,28,37,71,7,25,12,2,13,5,10402,1235,722,261498,290,2120,203381,6494,10402,9194,-9,-11.60800258,10.20324017
1,7,0,9,25,42,3,1,2,11,2,13,0,2321,21,722,,18,346,20542,2289,2321,2321,0,0,4.480353322
6,24,23,14,30,67,24,4,21,12,2,13,4,5799,404,722,190974,133,1328,133000,4578,5799,5801,0,0.024833744,-13.17892119
10,22,35,0,26,78,29,4,47,10,2,13,10,21539,580,722,138346,1050,4709,99587,18575,21539,23480,7,9.01052849,22.77048841
0,5,0,18,30,48,1,0,1,12,2,13,0,732,103,722,,3,159,,282,732,537,-25,-26.55529208,-28.98838472
2,11,14,14,28,81,14,3,15,9,2,13,3,0,269,722,310265,,0,203311,,0,,,,
2,10,6,14,29,65,15,1,9,10,2,13,3,1626,244,722,167264,71,369,143898,1344,1626,1742,2,7.091420326,52.52194685
6,17,9,16,27,47,18,2,18,13,2,13,1,352,332,722,225646,13,70,161525,182,352,368,3,4.487085226,485.0326667
6,23,6,27,33,32,31,6,9,13,2,13,0,19,763,722,239449,0,4,205818,18,19,19,0,0,32.16815072
50,78,219,3,23,126,94,14,208,7,2,13,43,39430,444,722,161292,2812,12234,123198,31948,39430,40493,7,2.69611187,46.91080517
4,23,11,15,29,57,17,4,9,10,2,13,3,779,497,722,398100,11,185,200567,623,779,779,0,0,-13.49990657
3,5,4,21,31,39,9,3,4,12,2,13,1,5,297,722,201688,0,1,197777,6,5,7,327,62.53248202,54.46765127
4,7,6,13,29,54,10,1,3,10,2,13,0,247,137,722,114478,7,45,85674,352,247,376,48,52.21317993,77.60455575
2,6,5,12,28,56,5,2,7,12,2,13,1,0,119,722,178748,0,0,113215,0,0,0,0,0,0
6,37,24,17,30,34,43,6,27,13,2,13,5,3599,725,722,227286,141,614,139564,1586,3599,3019,-19,-16.11895341,-9.095323941
3,10,6,15,27,52,12,2,15,12,2,13,2,108,121,722,155581,6,22,129754,70,108,117,10,8.713610538,-33.25348171
18,48,65,0,26,51,63,9,77,7,2,13,7,7891,940,722,170976,456,1635,125044,11853,7891,13785,-2,74.7048729,52.83998053
4,16,7,16,26,50,13,1,7,11,2,13,1,787,443,722,135896,30,171,107966,930,787,1086,37,37.94994685,65.9023688
3,13,11,7,29,79,8,2,10,10,2,13,1,0,100,722,256721,0,0,136825,0,0,0,0,-100,-100
4,13,12,26,30,38,18,3,14,13,2,13,1,38,437,722,231130,11,8,176611,181,38,207,953,438.1365459,329.7016225
3,11,4,14,30,52,13,2,11,13,2,13,0,908,162,722,124292,9,99,101401,938,908,1150,26,26.7121922,-31.13949036
4,17,9,27,31,40,18,3,13,12,2,13,0,7976,498,722,280662,400,1529,173815,4318,7976,8927,14,11.92071963,40.38194152
4,21,17,11,27,59,21,3,17,10,2,13,3,7443,275,722,197079,268,1612,142136,7217,7443,8426,8,13.21455978,73.72037516
6,15,15,19,28,43,18,4,18,10,2,13,2,692,235,722,272661,18,121,206227,843,692,967,36,39.74943254,117.1944421
6,14,9,22,28,37,18,4,8,11,2,13,1,907,266,722,184168,35,194,114610,1563,907,1742,123,92.10315203,150.2071582
10,41,15,0,29,42,54,5,18,12,2,13,0,9790,1358,722,147067,338,2128,79862,7738,9790,9948,0,1.612600584,20.28836935
3,14,10,6,27,78,7,1,14,9,2,13,2,2645,142,722,282844,54,426,235211,1771,2645,2701,3,2.122040626,-25.21336563
5,21,15,17,30,41,22,6,18,11,2,13,1,3510,379,722,387512,110,660,262711,3668,3510,4940,-23,40.75589563,95.84410204
3,15,6,0,30,63,17,2,7,9,2,13,1,10243,193,722,242219,1060,2173,148732,5280,10243,11104,13,8.404432642,13.21138362
63,131,259,0,28,99,169,28,203,9,2,13,41,82733,817,722,318613,14695,24484,256237,53096,82733,87199,-1,5.397401876,10.70120454
8,19,30,21,26,48,39,6,16,11,2,13,4,5227,471,722,274057,90,979,236813,4638,5227,5242,10,0.299028934,8.112211717
3,4,2,8,26,63,1,0,4,11,2,13,0,5825,182,722,,167,1119,,5132,5825,5514,-6,-5.351435344,10.14249503
2,6,5,18,29,44,10,1,5,11,2,13,2,644,119,722,159534,7,99,169223,358,644,473,-23,-26.5202399,-18.21105458
14,37,46,0,24,63,52,10,56,10,2,13,12,19685,504,722,337287,300,4368,257132,16868,19685,18650,-2,-5.255577543,13.6186889
3,20,11,0,28,48,17,3,15,11,2,13,2,3642,414,722,256281,75,736,137232,4234,3642,4503,26,23.64254007,-15.15424959
11,31,30,0,28,53,34,7,29,10,2,13,5,14849,1577,722,192976,1075,3612,146891,15271,14849,16615,10,11.89263904,10.45699578
5,20,18,23,27,38,31,3,14,12,2,13,1,2118,922,722,174776,22,476,198775,1457,2118,1534,-27,-27.5847491,-21.12461025
5,26,12,18,27,38,35,7,6,10,2,13,2,2780,584,722,156210,40,546,148151,2401,2780,2456,-10,-11.66680098,-22.82883598
9,30,22,14,27,54,33,4,27,12,2,13,6,2914,477,722,211828,170,726,124392,2687,2914,2907,0,-0.230982301,13.49823083
6,23,23,24,27,39,32,8,16,10,2,13,3,2618,865,722,277128,79,554,191571,3592,2618,3914,38,49.47650652,68.92931626
3,13,3,0,29,48,15,2,4,12,2,13,0,4232,417,722,78414,48,614,66505,2184,4232,4171,-3,-1.445757534,-5.909776028
24,54,89,0,29,76,79,13,73,10,2,13,8,33093,743,722,258646,2473,9579,182601,20939,33093,28676,-18,-13.34633055,-20.20545015
9,44,72,9,27,96,61,9,59,8,2,13,18,36486,483,722,247048,3223,11136,176094,23901,36486,33223,-9,-8.942107053,15.33236193
3,5,1,16,32,51,6,1,2,13,2,13,0,1643,140,722,47195,25,330,32988,1180,1643,2111,27,28.50995545,55.52230636
5,15,5,18,32,40,19,3,7,12,2,13,2,3495,304,722,93294,115,676,76236,2549,3495,6463,19,84.91532606,51.36546034
8,37,33,18,29,40,57,8,16,11,2,13,4,8237,1026,722,323406,75,1782,355108,7970,8237,8591,5,4.306300327,20.87385096
4,25,21,16,28,58,31,3,33,10,2,13,4,1917,270,722,269977,226,460,163728,3720,1917,4460,134,132.6496231,105.9397414
13,47,35,0,24,46,48,8,29,11,2,13,2,6863,780,722,251686,121,1423,125587,6087,6863,6274,-9,-8.579544194,-4.585916038
5,9,5,21,30,48,19,3,18,13,2,13,1,3074,199,722,168788,29,660,137479,822,3074,1013,-64,-67.0516201,-60.27690886
12,38,30,0,32,36,61,9,19,11,2,13,1,3924,879,722,253570,62,733,196764,2816,3924,3456,-18,-11.93278639,-25.85661796
5,29,28,18,28,43,31,7,27,11,2,13,1,1167,387,722,217442,9,243,130302,1057,1167,1166,0,-0.132898355,3.987065261
11,25,54,0,28,83,45,9,46,10,2,13,9,19280,238,722,320959,695,4588,214696,16686,19280,20779,16,7.774702793,9.872755867
31,40,119,7,21,89,66,10,148,7,2,13,16,0,0,722,220047,,0,193409,,0,,,,
2,11,15,0,28,0,12,2,9,13,2,13,0,540,32,722,128109,9,79,76010,496,540,540,0,0,
6,26,31,0,25,39,32,5,24,11,2,13,3,5023,250,722,326752,67,1172,381610,4249,5023,4844,-3,-3.571249465,-2.542451931
