no_grocery_stores_2009,no_convenience_stores_2009,fast_food_no_2009,snap_benefits_2010_dollars_per_capita,adult_obesity_2008_percentage,median_income_2015,SNAP_stores_2012,WIC_stores_2008,Full_service_rest_2009,diabetes_percentage_2008,soda_sales_tax_2014,FOODINSEC_10_12,Rec_facilities_count_2009,Low_access_to_store_count_2010,Low_access_to_store_no_car_count_2010,Fast_food_expenditure_per_capita,SNAP_redemption_2012_dollars_per_store,LACCESS_HISP15,LACCESS_CHILD10,REDEMP_SNAPS16,LACCESS_WHITE15,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_SENIORS_10_15,PCH_LACCESS_POP_10_15,PCH_LACCESS_LOWI_10_15
4,13,8,27,30,45,12,4,10,12,5,16,1,397,225,703,425581,3,77,271021,268,397,274,-31,-31.08548093,-27.81361016
4,9,5,20,33,44,13,3,6,12,5,16,0,1929,377,703,146345,15,469,107538,227,1929,247,-87,-87.1782867,-86.02031876
18,81,150,22,31,42,130,20,92,13,5,16,27,58586,2022,703,336694,705,12317,244537,49633,58586,52032,-11,-11.18685202,-7.835791093
27,76,90,19,29,60,122,21,97,12,5,16,15,45309,822,703,307284,1730,11949,190719,42385,45309,47995,6,5.928634502,9.281359033
8,31,22,29,34,54,52,8,24,11,5,16,2,13752,464,703,353012,352,3807,309353,7698,13752,11339,-32,-17.54315858,-23.22260469
2,7,2,27,32,48,8,3,5,12,5,16,0,0,83,703,231153,,0,169313,,0,,,,
3,9,13,26,31,37,16,5,10,14,5,16,1,1352,255,703,323910,66,253,230771,2320,1352,2402,61,77.67580984,107.2389302
2,11,5,34,29,37,19,4,4,11,5,16,1,19,278,703,259764,0,5,179209,379,19,387,1596,1910.114749,1398.954909
0,3,0,28,31,39,6,2,1,12,5,16,1,98,57,703,140257,0,19,109523,39,98,39,-67,-59.88060958,-62.80358608
11,25,23,30,33,39,45,8,21,11,5,16,2,2343,331,703,348205,239,556,274119,2962,2343,3313,44,41.40308791,68.35798223
22,56,108,19,29,45,105,25,94,11,5,16,10,24263,1086,703,326635,641,5129,266058,24800,24263,26994,8,11.25615883,21.06674998
6,13,3,24,30,35,17,6,10,11,5,16,0,4178,271,703,191514,87,444,117485,2806,4178,3784,-14,-9.421272288,4.56020072
7,17,20,25,31,38,30,6,20,11,5,16,0,2803,504,703,322426,93,599,211314,3213,2803,4131,-2,47.36322024,60.48375946
4,19,14,28,31,39,33,7,10,11,5,16,2,2903,580,703,283702,45,637,200342,2301,2903,2475,-13,-14.74177928,-6.900036431
32,56,147,6,27,104,97,18,132,9,5,16,28,47259,587,703,139643,2794,14387,103345,40098,47259,45309,-5,-4.125597032,17.89528834
20,48,73,17,32,65,93,11,68,10,5,16,11,25298,703,703,258658,617,6531,174261,23117,25298,25367,1,0.275290541,-13.07296595
5,32,19,15,28,43,32,5,20,11,6,18,3,24126,640,784,353601,4054,2982,290243,12297,24126,23111,-6,-4.206324841,48.0682708
1,6,9,16,28,72,10,1,10,9,6,18,1,5016,123,784,148624,2595,1477,152467,3881,5016,5016,0,0.00407715,-15.13268128
10,40,62,24,30,45,54,8,37,9,6,18,8,27887,1082,784,509060,4382,7472,366869,14134,27887,20927,-31,-24.95583853,-17.23600008
2,16,12,24,27,42,24,2,30,11,6,18,2,8866,547,784,201793,2957,1920,185693,7432,8866,8866,0,0,18.80491583
0,7,3,8,28,60,7,1,2,10,6,18,1,2137,80,784,25581,240,494,27613,1973,2137,2148,1,0.512473879,-4.37721678
1,1,2,4,28,55,1,1,0,10,6,18,0,1896,32,784,,124,422,,1769,1896,1896,0,0,-32.62975292
5,26,22,29,27,49,43,5,27,9,6,18,4,7536,526,784,391544,5627,2057,367045,8114,7536,9400,19,24.74012938,37.56990553
4,16,17,15,28,58,23,4,11,10,6,18,1,3996,360,784,143124,348,908,100317,2793,3996,3256,-12,-18.52628625,-4.463437585
2,5,3,20,28,38,7,2,3,9,6,18,0,668,24,784,245695,329,184,191221,534,668,668,0,0,-10.2802106
2,11,7,13,26,54,14,1,18,9,6,18,1,2576,226,784,79461,1095,506,71708,6711,2576,7158,104,177.8546812,176.3402834
11,37,31,17,30,57,56,5,45,10,6,18,4,30895,986,784,284085,8456,8589,229398,14884,30895,21417,-30,-30.67819496,-37.49094027
1,5,4,19,28,38,4,1,4,11,6,18,0,456,20,784,135902,33,60,100710,424,456,456,0,0,-11.08395878
1,17,15,20,29,43,23,4,13,8,6,18,3,10187,183,784,316170,5998,2204,320381,8579,10187,10775,7,5.781123834,-4.371580467
26,161,201,16,29,49,253,18,152,11,6,18,16,118669,2070,784,285952,23304,35032,269690,61542,118669,103121,-12,-13.10247562,-3.218376462
160,685,1211,21,26,52,1164,97,1128,8,6,18,122,537898,16334,784,393349,254482,140472,326959,325518,537898,451602,-16,-16.04319227,-8.065592593
3,8,8,9,28,53,8,2,14,9,6,18,0,1048,81,784,58025,52,194,33818,454,1048,485,-51,-53.71082763,-46.97914867
0,1,0,0,28,63,0,0,0,10,6,18,0,641,4,784,0,95,138,0,600,641,641,0,1.59623E-13,-46.08796039
4,11,5,15,26,47,25,4,7,10,6,18,0,4234,142,784,68915,182,1069,53848,1622,4234,1762,-47,-58.37843045,-53.93169001
13,48,84,23,29,43,66,11,44,10,6,18,9,27240,1140,784,401449,1344,6467,296368,14362,27240,20114,-30,-26.15964776,-7.218569888
30,151,164,12,28,71,159,27,154,10,6,18,20,82488,1651,784,386657,23296,23095,397671,48751,82488,69647,-12,-15.566434,3.236841915
21,101,154,12,26,45,99,11,113,7,6,18,17,66010,1853,784,387270,11487,13800,304617,39502,66010,52558,-23,-20.37807037,-31.28081941
7,5,8,12,26,42,9,2,12,8,6,18,1,2642,136,784,169690,1006,528,153572,2256,2642,2642,0,-3.78649E-13,23.90456834
1,2,0,14,28,42,3,0,2,12,6,18,1,1637,22,784,,411,362,,1433,1637,1637,0,0,1.945465049
1,3,7,49,27,30,13,2,9,10,6,18,0,1179,94,784,323317,1056,276,431310,1043,1179,1179,0,0.030787423,6.668542265
7,34,32,20,26,42,37,5,25,10,6,18,4,15830,357,784,250766,2354,3867,187382,12149,15830,13832,-12,-12.61929148,-11.94351475
5,15,9,16,28,50,20,2,14,11,6,18,2,2344,324,784,75767,358,582,67340,1428,2344,2216,-4,-5.48642452,-19.87249518
4,29,31,12,27,53,26,3,31,10,6,18,3,13490,398,784,278553,3785,3355,185229,12250,13490,14183,9,5.138865475,-0.742715596
3,19,21,20,29,46,27,2,15,9,6,18,2,7385,305,784,246083,2465,1701,280249,4480,7385,5776,-26,-21.78284117,2.497904561
6,13,11,22,28,51,22,3,22,10,6,18,0,6791,236,784,232847,3985,1683,181297,6289,6791,7732,9,13.85087603,25.28305703
2,11,9,14,29,44,13,2,7,10,6,18,0,2992,139,784,69654,260,679,75097,3802,2992,4002,25,33.74209166,98.03898178
48,162,208,38,27,34,414,70,239,9,6,18,16,112245,3795,784,447415,83139,35910,408504,87819,112245,100015,-5,-10.89572846,-13.39689035
2,6,5,27,29,41,9,1,6,11,6,18,0,1247,94,784,238701,173,358,150069,659,1247,1247,0,0,1.882135393
1,5,4,6,28,61,7,2,3,11,6,18,0,2831,49,784,16887,110,669,18102,1140,2831,1236,-57,-56.35087706,-46.24547214
6,15,13,26,29,39,18,6,14,11,6,18,1,2473,487,784,378846,42,611,235561,1358,2473,2119,-9,-14.32880699,-7.621654859
2,6,6,21,27,43,6,2,6,10,6,18,0,957,6,784,180691,164,262,106955,891,957,960,1,0.397803113,26.96515848
7,26,16,10,28,77,17,3,11,9,6,18,2,6360,278,784,99372,1526,1729,186681,5223,6360,6742,6,6.009933171,31.08402498
6,23,32,21,30,41,33,7,20,9,6,18,3,8279,656,784,341378,2123,2272,239583,5830,8279,8280,0,0.005122725,2.077484404
1,6,5,17,28,38,5,2,10,9,6,18,1,3117,75,784,442247,722,837,420612,2635,3117,3109,0,-0.263752889,-10.77432745
2,4,4,8,29,51,5,2,2,9,6,18,0,4061,94,784,74541,214,925,102130,5268,4061,5528,38,36.10784576,77.29787972
1,2,2,28,29,39,4,0,2,11,6,18,0,662,1,784,50725,293,172,44988,481,662,662,0,0,-21.06382982
1,5,0,9,27,42,5,1,4,11,6,18,0,3319,41,784,31108,602,699,24642,3035,3319,3319,0,0,-1.602265635
2,9,7,23,26,36,11,1,10,10,6,18,1,1746,111,784,127670,148,287,89789,1623,1746,1746,0,-5.73075E-13,4.243292178
83,276,553,6,23,87,285,58,522,7,6,18,76,116558,1846,784,231798,13851,34566,139094,68766,116558,99231,-14,-14.86594665,6.846631038
1,3,5,20,28,39,4,1,2,11,6,18,1,216,26,784,142667,23,46,103560,209,216,225,0,4.006972306,22.1617046
6,20,15,17,28,48,20,5,16,11,6,18,4,4358,122,784,159279,793,910,123863,3849,4358,4317,-1,-0.935013616,2.115235497
7,54,69,10,25,68,62,8,90,9,6,18,14,20618,662,784,227311,6198,4750,167318,20677,20618,23139,19,12.22576538,4.960600621
3,9,6,18,27,41,9,2,9,10,6,18,2,2172,80,784,171830,540,510,117748,1890,2172,2143,-2,-1.328544999,42.20816253
1,5,2,9,29,40,4,1,2,8,6,18,0,1091,6,784,36496,230,203,30383,969,1091,1092,0,0.114052644,3.934011744
6,31,16,15,29,55,19,5,28,11,6,18,4,3344,230,784,406191,409,873,325793,2379,3344,2805,-17,-16.13054812,-13.73178911
4,23,35,11,28,46,30,4,26,8,6,18,4,27332,323,784,405315,5509,8274,206691,22144,27332,32863,3,20.23797755,50.04063524
1,3,2,20,28,36,2,1,4,12,6,18,0,140,0,784,,316,26,,1211,140,1504,1159,974.0309639,925.2173505
1,4,0,16,29,66,5,1,4,10,6,18,0,389,9,784,75468,198,97,97726,301,389,389,0,-0.027104668,-10.57561977
4,6,6,16,29,54,2,2,5,10,6,18,0,292,3,784,,116,62,105972,247,292,284,-11,-2.628036888,-36.88012839
3,5,4,28,28,35,10,3,1,10,6,18,0,278,30,784,85193,45,49,88056,272,278,291,8,4.883598597,23.020007
1,4,3,25,27,35,4,2,3,10,6,18,0,187,165,784,135306,93,36,96308,158,187,186,-1,-0.689543591,43.21474903
0,3,6,15,28,48,5,0,9,9,6,18,0,2438,71,784,22282,1128,730,10571,2146,2438,2687,15,10.23715214,14.95700497
360,965,1837,21,28,52,1403,200,1554,9,6,18,179,473273,12395,784,485069,127580,132965,343340,187562,473273,393661,-20,-16.8215983,-12.75674742
2,5,13,21,29,43,13,2,7,10,6,18,1,4082,71,784,237344,1641,624,199291,2757,4082,4087,0,0.135343407,29.23439339
2,13,12,22,28,46,17,3,9,9,6,18,1,3729,87,784,347498,2342,1300,306289,2901,3729,3610,8,-3.178587341,-19.84789655
0,1,1,19,28,43,6,1,1,10,6,18,0,377,29,784,77220,11,58,66978,361,377,377,0,0,1.820446537
51,207,391,7,29,76,222,44,324,9,6,18,55,143217,1782,784,303992,23811,41487,204469,97491,143217,123080,-10,-14.06079493,-1.885082621
3,15,13,22,28,47,15,2,13,11,6,18,1,3849,232,784,217073,1075,630,208908,1720,3849,3086,-29,-19.83425033,-1.692521289
1,4,3,13,28,39,2,1,3,10,6,18,0,485,17,784,,84,96,,425,485,485,0,0,-11.88125818
2,8,7,43,28,40,18,2,4,9,6,18,0,2234,205,784,200964,3315,662,254397,3486,2234,3897,77,74.43638967,26.4469502
1,4,4,14,27,37,3,1,3,11,6,18,0,535,16,784,,60,128,78872,534,535,574,10,7.244603335,12.04401578
3,9,4,32,27,37,18,2,5,9,6,18,0,3984,417,784,36463,3702,920,44592,3544,3984,4063,1,1.978325986,7.005882567
5,21,13,20,27,42,19,5,12,10,6,18,2,4032,284,784,197776,614,880,144324,3680,4032,4032,0,0.005282213,-5.458257107
17,56,112,24,30,63,99,13,62,9,6,18,12,30948,678,784,360842,13634,9239,338445,22680,30948,28118,-10,-9.142828793,-23.75141841
1,2,2,22,28,38,1,1,1,9,6,18,0,638,6,784,,114,89,,609,638,638,0,0,-5.338779257
17,65,75,15,30,67,64,13,58,8,6,18,11,38422,703,784,445614,7673,11300,268946,27412,38422,35502,-12,-7.600717788,-2.771732668
111,240,506,28,24,43,648,78,464,8,6,18,51,179137,3835,784,487728,113399,55052,422095,119394,179137,143527,-16,-19.87891761,-20.43584254
7,19,33,13,28,46,22,4,29,9,6,18,4,13501,273,784,328955,2114,2930,221115,12119,13501,13697,3,1.448169525,10.70938466
2,10,7,21,29,38,20,2,7,11,6,18,0,6509,315,784,182204,520,1540,175486,1534,6509,2473,-68,-62.01121299,-63.00773703
5,13,16,15,26,44,26,4,12,10,6,18,1,12951,330,784,191335,1391,2493,155635,8554,12951,11194,-11,-13.56527534,-2.608917389
6,28,22,11,27,53,18,2,27,11,6,18,2,7362,202,784,139109,1164,1515,210531,4852,7362,5540,-29,-24.74943667,-18.50682984
2,1,1,15,27,43,5,1,2,11,6,18,0,677,31,784,48087,97,136,45207,624,677,676,0,-0.021249934,-46.36489936
2,2,6,26,28,37,6,2,5,11,6,18,0,339,13,784,174382,90,65,133247,352,339,413,21,21.93685558,24.21271967
1,1,1,14,27,36,2,1,2,11,6,18,0,1336,48,784,,187,278,,1211,1336,1336,0,0,-13.64340733
67,227,325,9,25,95,231,28,255,8,6,18,34,177770,2210,784,288838,41068,52683,237453,69808,177770,148760,-13,-16.31891904,-9.422718285
1,4,6,13,27,44,8,1,4,10,6,18,0,744,117,784,159715,65,162,127080,686,744,744,0,0,41.30685988
2,15,12,13,29,48,14,2,9,10,6,18,1,3651,272,784,91209,403,762,84392,2149,3651,2953,-27,-19.12588396,-18.4578247
3,13,12,30,27,39,20,2,13,8,6,18,1,2409,188,784,262590,1406,701,286974,1365,2409,1682,-24,-30.20059091,-20.11727729
4,8,9,11,28,53,14,3,12,9,6,18,0,1836,46,784,114847,170,583,115010,491,1836,563,-77,-69.31742954,-71.79680391
41,154,202,16,28,66,193,28,200,10,6,18,25,101777,1893,784,295131,15693,26036,242548,68831,101777,90964,-12,-10.62415696,-13.0119772
1,7,6,14,28,55,7,1,2,10,6,18,0,389,4,784,127024,74,84,139115,339,389,389,0,0,-0.487122586
4,11,13,9,26,54,7,3,38,10,6,18,5,4005,184,784,382605,834,793,240894,4410,4005,4771,26,19.11806963,51.49621164
0,1,0,6,28,75,0,0,1,10,6,18,0,1204,3,784,0,377,348,0,1022,1204,1204,0,-0.024299402,-14.65374186
1,5,4,17,27,53,3,1,5,10,6,18,1,2670,32,784,,601,550,78297,2369,2670,2654,-1,-0.631420406,22.26667162
3,14,17,24,28,44,17,3,7,10,6,18,2,5526,323,784,265849,2042,1345,216729,3726,5526,5062,2,-8.407109236,-20.42700915
3,13,15,14,30,49,17,4,13,11,6,18,0,3813,53,784,253072,872,965,241020,3879,3813,4518,24,18.46261189,-9.650093759
18,72,88,17,25,48,80,13,67,9,6,18,13,32735,1529,784,333440,3935,8060,224325,18253,32735,23579,-31,-27.96919897,-26.12894578
17,91,125,20,29,49,105,13,83,10,6,18,10,29652,1395,784,398678,4232,7941,353518,17140,29652,27060,-10,-8.741564814,14.60129489
4,16,8,18,29,44,20,2,12,10,6,18,1,11629,377,784,120516,1597,2667,94979,8340,11629,10651,-5,-8.406182763,-1.161981749
9,60,65,14,28,64,58,7,43,9,6,18,2,41687,1152,784,353659,17414,11853,178591,34665,41687,44881,7,7.663268046,10.61047936
5,15,21,22,28,42,24,6,25,10,6,18,4,9464,339,784,482530,4433,2560,329365,5280,9464,7568,-6,-20.02959097,-33.62956718
2,4,3,21,27,32,5,1,6,11,6,18,0,820,32,784,101064,257,200,92881,677,820,820,0,1.24783E-13,-15.06715233
4,3,7,15,27,46,9,3,5,11,6,18,0,2134,35,784,101755,189,388,80876,2000,2134,2134,0,0,-4.413239414
2,3,2,12,27,55,5,1,7,9,6,18,0,2106,30,784,79381,2272,639,67200,4035,2106,4983,147,136.6533145,175.6350511
2,4,5,20,28,38,4,1,3,10,6,18,0,1230,24,784,169863,318,295,125155,1075,1230,1231,0,0.100463856,1.031909841
6,36,36,17,28,56,34,7,16,10,6,18,4,15213,567,784,321942,667,3987,253812,14926,15213,15880,6,4.385080769,25.21660843
719,1949,2738,18,27,57,2550,307,2481,9,6,18,289,886069,13907,784,405406,263441,260309,355226,413148,886069,740267,-14,-16.45484836,-11.30172653
10,41,38,22,30,47,48,8,30,11,6,18,3,11560,758,784,305823,892,2779,277228,6751,11560,8989,-24,-22.24141454,-32.81394588
1,0,0,4,29,66,2,1,4,9,6,18,0,1450,1,784,,466,480,,1260,1450,1450,0,0,37.01466116
2,4,4,21,28,36,7,2,6,12,6,18,0,879,74,784,281413,433,215,171902,1160,879,1491,65,69.58775843,31.39177741
14,48,104,12,26,61,81,7,94,7,6,18,16,30563,677,784,352630,10882,7014,260399,20208,30563,25933,-10,-15.1464291,-5.260290438
1,5,2,6,27,71,4,1,5,10,6,18,1,403,32,784,,37,79,57379,367,403,403,0,0,-15.53422787
14,32,44,20,29,45,53,8,55,10,6,18,9,19106,1016,784,371011,2034,4296,240661,18782,19106,21411,13,12.06804056,11.63508175
63,301,338,42,29,35,872,137,349,10,6,18,27,330466,6564,784,446095,246274,115758,396110,242937,330466,269110,-25,-18.56629472,-19.96508735
7,31,21,18,29,45,38,5,18,10,6,18,3,1119,357,784,184901,215,261,122750,1807,1119,1992,48,77.93315336,108.5507704
2,11,14,21,27,49,14,3,15,10,6,18,0,8197,103,784,339341,4598,2188,299748,8105,8197,10500,27,28.09413553,48.16368964
17,39,31,14,27,61,39,5,35,10,6,18,4,17970,366,784,235309,1857,3709,170041,15436,17970,16796,-2,-6.529791649,-2.519137677
3,27,18,14,29,43,20,3,19,11,6,18,3,5636,417,784,333364,905,1431,269823,4879,5636,5897,3,4.639188022,12.82682127
5,15,15,21,29,38,19,3,11,12,6,18,1,9135,478,784,273803,958,1648,218160,5840,9135,9341,2,2.252160033,83.83163251
3,20,26,17,29,47,16,2,21,9,6,18,0,17220,265,784,424487,6626,3670,345424,12175,17220,17220,0,-0.001146141,-28.80436725
1,4,1,31,26,33,6,2,3,10,6,18,0,3473,83,784,22408,2757,1047,25633,2727,3473,3463,0,-0.300037764,-6.93011348
9,49,39,18,30,47,58,9,38,10,6,18,5,11491,841,784,359534,1218,2951,234744,7019,11491,9085,-22,-20.94032664,-14.88693188
4,15,19,14,28,53,17,4,15,11,6,18,2,9504,115,784,210278,901,2436,150711,5750,9504,6465,-32,-31.97362053,-17.81817942
1,1,0,8,27,65,1,0,1,10,6,18,1,1599,25,784,,407,368,,1464,1599,1599,0,0,-4.579395725
2,8,7,9,28,52,6,2,7,10,6,18,0,4220,105,784,96777,437,921,68236,3896,4220,4294,0,1.745496961,28.15890367
2,14,10,19,28,54,15,2,8,11,6,18,0,3124,140,784,145622,738,766,126026,2601,3124,3000,-4,-3.94699811,-30.60025609
6,22,19,25,30,47,27,4,17,11,6,18,2,7186,601,784,411126,444,1691,264285,4475,7186,6386,-12,-11.12987706,-12.91608911
1,2,0,7,25,48,1,2,2,10,6,18,0,708,10,784,,169,102,,625,708,689,-3,-2.702972797,-58.21405949
48,177,156,22,30,48,225,23,130,11,6,18,14,72991,2843,784,333229,8066,16890,270213,32263,72991,58383,-17,-20.01365065,-24.76866591
4,4,3,36,28,36,9,3,2,10,6,18,0,111,32,784,133774,1324,12,155316,1235,111,1416,1418,1171.965868,1994.200186
12,24,24,30,28,43,53,5,20,9,6,18,2,7568,514,784,270301,6661,2215,359396,6643,7568,7622,-1,0.714356102,-4.104037809
16,66,92,17,30,59,93,12,61,10,6,18,8,34247,748,784,311351,7086,9317,249362,28325,34247,33505,-1,-2.165820405,11.93690252
3,9,7,14,28,42,12,2,4,9,6,18,1,4417,285,784,76115,841,1058,114009,3709,4417,4324,-2,-2.097225166,9.87650039
4,10,7,23,29,47,11,4,10,9,6,18,1,3621,91,784,254275,1484,513,254255,2198,3621,3631,5,0.28750932,2.561418974
8,51,58,17,30,60,60,9,53,9,6,18,8,8744,856,784,291275,2338,2429,198135,5459,8744,8666,-4,-0.89247677,-5.016929281
2,21,27,7,25,79,14,3,33,8,6,18,4,3974,159,784,247100,615,905,179671,4021,3974,4315,8,8.589181754,3.009254971
0,0,0,25,28,40,0,0,0,9,6,18,0,405,22,784,0,315,99,0,354,405,404,0,-0.224854701,71.61297033
1,0,0,9,27,45,1,0,1,11,6,18,0,785,14,784,,116,180,,734,785,785,0,0,24.28973555
6,32,34,14,26,47,33,4,37,11,6,18,5,14887,465,784,269130,3923,3168,198995,12980,14887,14845,0,-0.278444718,3.621718362
2,10,2,13,26,37,5,2,7,10,6,18,2,1150,25,784,122766,134,156,79269,1083,1150,1153,1,0.204897087,48.80005312
0,0,0,0,28,70,0,0,0,9,6,18,0,286,0,784,0,39,68,0,268,286,286,0,0,384.5689578
1,3,1,20,27,41,4,1,1,11,6,18,0,149,4,784,85153,67,29,101218,131,149,155,6,3.714391974,0.604313283
5,16,25,25,27,40,39,4,24,8,6,18,3,9600,400,784,266661,6525,1970,324568,7449,9600,9787,2,1.952326908,-2.643930851
2,3,2,19,28,43,5,2,2,12,6,18,0,470,20,784,58016,451,103,50384,1377,470,1753,273,273.1343251,247.3179643
6,30,29,23,26,39,47,4,32,11,6,18,2,15754,736,784,330634,829,3825,242918,11995,15754,14616,-11,-7.224919661,1.594714299
6,7,8,23,28,42,17,5,10,10,6,18,1,505,34,784,143203,229,125,130299,367,505,498,-2,-1.380909055,-20.31999113
2,10,14,16,27,51,11,2,17,9,6,18,1,4015,180,784,326623,607,960,457044,3638,4015,4015,0,0,4.064639985
2,5,2,29,28,43,12,3,3,9,6,18,0,2970,134,784,73924,3617,558,66320,3584,2970,3981,46,34.05145775,36.93647209
4,13,5,13,27,50,14,2,7,11,6,18,2,3108,200,784,197858,453,645,192447,2462,3108,2747,-14,-11.60732197,-21.69728382
4,13,11,11,27,55,13,2,19,10,6,18,1,1252,156,784,107002,255,301,101085,620,1252,1054,-20,-15.84360937,-19.59769799
7,13,9,16,27,48,14,6,10,11,6,18,1,3423,190,784,110721,186,708,82371,1892,3423,2199,-32,-35.75452572,-41.01754715
15,39,39,22,28,54,66,7,35,9,6,18,1,15789,713,784,300577,2959,2936,237840,12422,15789,16888,12,6.962420237,23.57501792
6,22,15,18,29,41,20,4,16,11,6,18,1,4820,149,784,354910,956,1148,292084,3355,4820,4455,-5,-7.571118201,-4.806819679
2,5,1,10,27,61,5,2,1,10,6,18,0,3302,19,784,17982,1007,911,26425,2845,3302,3302,0,0,-9.742247412
3,14,7,15,28,53,10,2,9,10,6,18,1,1181,114,784,73221,274,194,61806,1069,1181,1181,0,0,36.71596674
3,18,15,11,25,46,12,2,11,11,6,18,2,6002,224,784,186821,568,1136,101128,5623,6002,5991,0,-0.177644757,8.98828803
0,0,0,0,28,59,0,0,0,11,6,18,0,82,0,784,0,18,9,0,65,82,82,0,0,
21,89,250,18,27,47,166,18,150,8,6,18,18,58501,1767,784,424299,18816,15677,358118,30133,58501,43815,-30,-25.10303781,-15.92901316
1,2,3,20,27,39,5,1,3,10,6,18,0,2004,25,784,127306,900,566,99636,1640,2004,2003,0,-0.048686921,-1.826919238
2,7,5,20,27,40,8,3,9,10,6,18,1,1333,50,784,262294,869,258,180035,2228,1333,2707,59,103.1477208,237.6304882
26,147,194,20,31,46,174,15,122,10,6,18,16,66739,2785,784,361955,23464,16872,265426,57549,66739,91765,8,37.49880953,61.36768319
0,2,0,0,28,61,0,0,1,11,6,18,0,693,5,784,0,256,118,0,629,693,693,0,0,31.91176554
2,9,10,18,30,41,9,2,9,10,6,18,0,3872,77,784,206855,895,372,141311,1966,3872,3812,-6,-1.555255032,235.2329972
2,9,7,23,29,35,13,1,6,12,6,18,0,1154,372,784,101344,31,200,123596,640,1154,825,-32,-28.51767867,-35.08386046
1,2,2,14,27,61,4,1,1,9,6,18,0,1011,10,784,,308,325,,933,1011,1028,1,1.663045941,-27.2912414
2,4,5,12,27,45,2,1,5,10,6,18,0,836,7,784,,65,149,48840,818,836,850,0,1.721172603,-31.6965363
3,37,23,25,29,45,47,3,27,11,6,18,2,13643,590,784,219707,4048,3401,204561,9814,13643,13869,3,1.654865475,10.70218324
11,12,27,39,27,35,49,14,21,9,6,18,1,17177,384,784,477041,16985,6175,431840,16861,17177,17498,3,1.867152613,-3.610861247
6,26,21,18,29,53,32,5,35,9,6,18,2,9016,367,784,162737,5655,2124,165035,9043,9016,10913,26,21.0407981,6.774063602
1,2,0,15,27,34,1,1,3,11,6,18,0,455,19,784,,62,56,,412,455,452,0,-0.503753402,57.6944102
12,60,103,15,27,80,70,8,88,8,6,18,14,40560,627,784,288945,15742,11530,281273,28844,40560,37532,-16,-7.464749816,-27.06867035
6,10,16,23,29,46,24,4,16,11,6,18,1,5731,287,784,220166,937,1394,180488,4429,5731,5418,-5,-5.462955508,9.23899556
2,2,1,11,26,41,4,1,4,10,6,18,0,1218,12,784,72340,120,239,,1136,1218,1218,0,0,-2.217521156
2,7,5,16,30,42,7,1,6,10,6,18,0,2801,46,784,201112,1094,240,83292,1237,2801,2801,0,0,-9.818992954
4,14,10,15,27,50,11,3,8,10,6,18,2,3897,124,784,283862,322,926,250522,3052,3897,3260,-16,-16.34897394,-7.847705562
45,181,257,12,25,72,218,33,247,8,6,18,47,100452,2466,784,301672,18725,26916,234859,81110,100452,94269,-4,-6.154952085,-2.715541694
3,12,15,14,29,49,17,4,17,9,6,18,0,6929,132,784,237429,3915,2432,120680,4083,6929,6300,-4,-9.0802981,-23.30092364
3,6,10,25,29,37,8,3,6,13,6,18,0,515,185,784,371630,15,135,244381,174,515,216,-43,-58.02419683,-62.6099475
1,3,0,10,27,41,2,1,3,12,6,18,0,223,15,784,,31,53,,212,223,223,0,0,16.18703454
10,33,39,21,30,40,28,5,36,9,6,18,5,19461,684,784,567213,2997,5151,386391,12638,19461,18796,-2,-3.418220934,-8.271864922
8,30,27,24,30,41,37,5,21,10,6,18,2,12922,752,784,351641,2040,3293,269554,8863,12922,11809,-10,-8.6104147,5.380219783
4,15,0,25,29,40,9,2,4,11,6,18,0,3815,206,784,167649,89,847,119079,3040,3815,3836,5,0.563516961,21.46597157
1,12,10,22,28,40,12,2,11,11,6,18,0,3625,31,784,336480,767,941,232931,3202,3625,3625,0,0,21.71216772
21,182,272,25,28,50,305,23,265,11,6,18,19,119085,3706,784,333695,57629,30471,327148,90780,119085,110862,-7,-6.905583114,-12.32342411
2,6,3,12,27,67,8,3,7,8,6,18,1,969,9,784,164180,158,237,195042,909,969,974,1,0.554989925,5.006986846
2,3,1,8,28,54,2,0,2,10,6,18,0,2052,19,784,,243,698,,1850,2052,2052,0,0,-14.03093196
12,57,57,21,29,51,64,9,35,10,6,18,7,19949,771,784,309683,1009,4799,206076,18787,19949,20792,1,4.228177892,6.13624625
8,27,21,19,30,43,31,3,27,9,6,18,1,10532,236,784,198291,1182,2351,164058,9823,10532,10631,0,0.943644251,13.9513252
4,18,10,17,28,50,13,3,6,11,6,18,1,4697,426,784,330351,253,1155,223398,3635,4697,5270,19,12.1815485,-15.35580525
8,54,72,13,28,68,41,10,55,9,6,18,6,21113,1081,784,264984,2008,5389,163500,18956,21113,20535,-3,-2.740152293,5.367514554
2,5,4,10,28,47,10,3,3,10,6,18,0,1385,27,784,74801,3084,439,47435,3697,1385,4964,327,258.4280475,213.7994809
5,17,7,17,26,46,12,3,14,9,6,18,1,3285,108,784,250747,1678,528,200418,2299,3285,2973,-2,-9.522412682,-42.47476936
7,14,19,23,30,43,37,5,21,11,6,18,0,10391,827,784,342815,1495,1747,256621,5649,10391,9162,-18,-11.82730578,-10.42475451
15,61,110,25,31,40,112,10,110,9,6,18,5,37056,1324,784,369023,7780,10543,275951,15804,37056,25358,-31,-31.5681375,-35.66908019
